ID,Student_Query,Priority
1913,Urgent: hostel fee payment not updated.,High
5378,How to apply for revaluation?,Medium
4432,How to join sports club?,Low
4348,I missed my exam registration due to portal error.,High
3830,I want to join a club in university.,Medium
3480,Where to collect ID card?,Low
4578,Where is the auditorium located?,Low
778,How can I apply for hostel change?,Medium
2315,Is there any AI workshop this month?,Low
1019,Please update my contact number.,Medium
1607,WiFi password for campus?,Low
2506,Urgent: hostel fee payment not updated.,High
2808,Any cultural events this week?,Low
4589,Can I change my project guide?,Medium
3214,What are library timings?,Low
1492,What are library timings?,Low
4985,My scholarship has not been credited yet.,High
5248,Holiday list for this semester?,Low
4341,I need migration certificate process.,Medium
3661,Where to collect ID card?,Low
4488,Where is the auditorium located?,Low
2878,Where to collect ID card?,Low
1594,I am unable to access exam hall ticket.,High
518,I am unable to access exam hall ticket.,High
322,I missed my exam registration due to portal error.,High
5265,My result shows absent but I attended exam.,High
5636,My scholarship has not been credited yet.,High
4100,When does cafeteria open?,Low
3690,I missed my exam registration due to portal error.,High
218,I cannot submit my exam form and today is the last date.,High
2656,I cannot submit my exam form and today is the last date.,High
2389,How can I apply for hostel change?,Medium
361,How to join sports club?,Low
4376,What are library timings?,Low
3337,Is there any AI workshop this month?,Low
3011,When will semester timetable be released?,Medium
2319,How to apply for revaluation?,Medium
1053,Bus schedule for weekend?,Low
5141,WiFi password for campus?,Low
760,Urgent: hostel fee payment not updated.,High
4668,"Internship deadline today, need NOC approval.",High
5278,Urgent: hostel fee payment not updated.,High
5996,I cannot submit my exam form and today is the last date.,High
1427,Urgent: hostel fee payment not updated.,High
4408,How to apply for revaluation?,Medium
3698,Any cultural events this week?,Low
215,The assignment portal is not working before deadline.,High
1615,When does cafeteria open?,Low
4676,Holiday list for this semester?,Low
1718,I cannot submit my exam form and today is the last date.,High
2742,WiFi password for campus?,Low
2054,Request for bonafide certificate.,Medium
2999,My scholarship has not been credited yet.,High
1984,The assignment portal is not working before deadline.,High
1703,Where is the auditorium located?,Low
3102,My scholarship has not been credited yet.,High
3035,My result shows absent but I attended exam.,High
5328,My result shows absent but I attended exam.,High
197,My fee payment failed but amount deducted.,High
726,The assignment portal is not working before deadline.,High
3919,Urgent: hostel fee payment not updated.,High
1513,Is there any AI workshop this month?,Low
2624,Where to collect ID card?,Low
4539,When will semester timetable be released?,Medium
4696,I want to join a club in university.,Medium
1057,Degree certificate required urgently for job.,High
4994,I want to change my elective subject.,Medium
888,My result shows absent but I attended exam.,High
2699,Please update my contact number.,Medium
1093,Any cultural events this week?,Low
5098,Degree certificate required urgently for job.,High
4126,How to reset student portal password?,Medium
569,How to join sports club?,Low
517,How to apply for revaluation?,Medium
3629,My result shows absent but I attended exam.,High
4830,Degree certificate required urgently for job.,High
2150,Degree certificate required urgently for job.,High
140,How to join sports club?,Low
5830,Is there any AI workshop this month?,Low
5275,My scholarship has not been credited yet.,High
2285,The assignment portal is not working before deadline.,High
5011,Where to collect ID card?,Low
1150,How to reset student portal password?,Medium
4049,"Internship deadline today, need NOC approval.",High
2499,How to reset student portal password?,Medium
2274,"Internship deadline today, need NOC approval.",High
2527,I am unable to access exam hall ticket.,High
464,How can I apply for hostel change?,Medium
3308,I want to join a club in university.,Medium
3133,How to apply for revaluation?,Medium
4986,Where to collect ID card?,Low
595,How to join sports club?,Low
3081,When does cafeteria open?,Low
1808,The assignment portal is not working before deadline.,High
5137,Can I change my project guide?,Medium
451,I want to join a club in university.,Medium
3044,I missed my exam registration due to portal error.,High
5827,Can I change my project guide?,Medium
519,Degree certificate required urgently for job.,High
2523,Bus schedule for weekend?,Low
313,Holiday list for this semester?,Low
5888,I want to join a club in university.,Medium
4484,I need migration certificate process.,Medium
2648,Holiday list for this semester?,Low
3438,Request for bonafide certificate.,Medium
1175,My scholarship has not been credited yet.,High
3533,How to join sports club?,Low
452,I need migration certificate process.,Medium
5038,Where is the auditorium located?,Low
3425,I want to join a club in university.,Medium
1113,Request for bonafide certificate.,Medium
4845,When does cafeteria open?,Low
1579,Where is the auditorium located?,Low
891,I want to join a club in university.,Medium
1616,I need migration certificate process.,Medium
4349,My fee payment failed but amount deducted.,High
3980,The assignment portal is not working before deadline.,High
5681,Any cultural events this week?,Low
5840,WiFi password for campus?,Low
2926,What are library timings?,Low
1264,Urgent: hostel fee payment not updated.,High
5616,How to apply for revaluation?,Medium
1000,When does cafeteria open?,Low
3762,I want to change my elective subject.,Medium
1360,Holiday list for this semester?,Low
5995,Degree certificate required urgently for job.,High
1477,Holiday list for this semester?,Low
193,When will semester timetable be released?,Medium
4693,Where to collect ID card?,Low
5399,What are library timings?,Low
2793,WiFi password for campus?,Low
5002,How can I apply for hostel change?,Medium
2408,Holiday list for this semester?,Low
5058,I want to join a club in university.,Medium
1875,My result shows absent but I attended exam.,High
5301,Any cultural events this week?,Low
1339,Request for bonafide certificate.,Medium
3478,When does cafeteria open?,Low
4843,Please update my contact number.,Medium
3872,Where is the auditorium located?,Low
2806,How to reset student portal password?,Medium
5900,I missed my exam registration due to portal error.,High
1294,I missed my exam registration due to portal error.,High
5286,How to reset student portal password?,Medium
4513,Bus schedule for weekend?,Low
5618,How to join sports club?,Low
3520,Any cultural events this week?,Low
2665,Any cultural events this week?,Low
1908,Bus schedule for weekend?,Low
3759,I want to join a club in university.,Medium
4154,How to apply for revaluation?,Medium
369,I want to join a club in university.,Medium
1938,Any cultural events this week?,Low
3574,I am unable to access exam hall ticket.,High
1152,WiFi password for campus?,Low
4922,WiFi password for campus?,Low
4013,What are library timings?,Low
2352,I missed my exam registration due to portal error.,High
4052,Urgent: hostel fee payment not updated.,High
5661,My result shows absent but I attended exam.,High
3556,My fee payment failed but amount deducted.,High
1873,How to apply for revaluation?,Medium
5903,What are library timings?,Low
192,Where to collect ID card?,Low
2441,"Internship deadline today, need NOC approval.",High
109,Request for bonafide certificate.,Medium
175,Urgent: hostel fee payment not updated.,High
3170,When will semester timetable be released?,Medium
3353,My fee payment failed but amount deducted.,High
3835,Can I change my project guide?,Medium
1599,WiFi password for campus?,Low
1361,I want to join a club in university.,Medium
2104,My fee payment failed but amount deducted.,High
5220,"Internship deadline today, need NOC approval.",High
5841,Request for bonafide certificate.,Medium
5044,I am unable to access exam hall ticket.,High
3581,I am unable to access exam hall ticket.,High
